Timestamp,Longitude,Latitude,Speed,Operatorname,Operator,CGI,Node,CellID,LAC,NetworkTech,NetworkMode,Level,Qual,SNR,CQI,LTERSSI,ARFCN,DL_bitrate,UL_bitrate,PSC,Altitude,Height,Accuracy,Location,State,DataConnection_Type,DataConnection_Info,Layer,Distance,Bearing,IP,TA,EVENT,EVENTDETAILS,SERVINGTIME,CELLHEX,NODEHEX,LACHEX,RAWCELLID,VERSION_NAME,VERSION_CODE,DEVICE,BAND,BANDWIDTH,SecondCell_NODE,SecondCell_CELLID,SecondCell_RSRP,SecondCell_RSRQ,SecondCell_SNR,CSI_SNR,NetworkTypeNum,CA,SecondCell_PSC,SecondCell_ARFCN,SecondCell_BAND,Site_BEARING,BATTERY,CHARGING,FOREGROUND,AVGSPEED,Update_newF,Update_oldF,NTech1,NCellid1,NLAC1,NCell1,NARFCN1,NRxLev1,NQual1,NTech2,NCell2,NARFCN2,NRxLev2,NQual2,NTech3,NCell3,NARFCN3,NRxLev3,NQual3,NTech4,NCell4,NARFCN4,NRxLev4,NQual4,NTech5,NCell5,NARFCN5,NRxLev5,NQual5,NTech6,NCell6,NARFCN6,NRxLev6,NQual6,NTech7,NCell7,NARFCN7,NRxLev7,NQual7,NTech8,NCell8,NARFCN8,NRxLev8,NQual8,NTech9,NCell9,NARFCN9,NRxLev9,NQual9,NTech10,NCell10,NARFCN10,NRxLev10,NQual10,NTech11,NCell11,NARFCN11,NRxLev11,NQual11,NTech12,NCell12,NARFCN12,NRxLev12,NQual12,NTech13,NCell13,NARFCN13,NRxLev13,NQual13,NTech14,NCell14,NARFCN14,NRxLev14,NQual14,NTech15,NCell15,NARFCN15,NRxLev15,NQual15,NTech16,NCell16,NRxLev16,NQual16,NTech17,NCell17,NRxLev17,NQual17
2024.10.29_08.16.05,17.771044,59.21332,113,Telia,24001,240010004000014,106138,14,40,4G,LTE,-91,-9.0,1.0,9.0,-67.0,1471,0,49276,138,53,53,3,G,D,M,13,1,-1,1000,100.101.226.137,2.0,PERIODIC,,14,E,19E9A,28,27171342,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15,,,,,,0.0,13,False,,,,1000,100,True,False,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.25.49,17.964985,59.289115,75,Telia,24001,240010004000030,100763,30,40,5G,5G NSA,-105,-11.0,14.0,12.0,,3150,0,31944,443,62,62,4,G,D,M,20,1,-1,1000,100.101.226.137,5.0,PERIODIC,,7,1E,1899B,28,25795358,32.0,610,Google:Pixel 7:AP2A.240905.003,L7,20,100763.0,30.0,-100.0,-6.0,1.0,0.0,13,False,443.0,3150.0,L7,1000,100,True,False,0,0,16,4G,100763-30,40.0,443.0,3150.0,-100.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.23.50,18.013952,59.29984,58,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,160597,46,62,62,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,,,15,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-74.0,-7.0,15.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,105,4G,100745-21,5.0,23.0,1300.0,-74.0,-7.0,4G,16.0,1300.0,-79.0,-9.0,4G,16.0,3150.0,-93.0,-16.0,4G,16.0,1471.0,-78.0,-14.0,4G,26.0,6300.0,-76.0,-10.0,4G,46.0,,-82.0,-10.0,4G,47.0,,-89.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.33.55,17.82269,59.238304,88,Telia,24001,240010000000024,104056,24,0,5G,5G NSA,-104,-20.0,0.0,,,154570,0,40860,983,51,51,3,G,D,M,20,1,-1,1000,100.101.226.137,21.0,,,11,18,19678,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,15/20/10/10/100,104056.0,24.0,-104.0,-8.0,1.0,0.0,20,True,451.0,1471.0,L3,1000,90,False,True,0,0,2,4G,104056-24,40.0,451.0,1471.0,-104.0,-8.0,4G,450.0,1471.0,-106.0,-17.0,4G,125.0,1471.0,-106.0,-13.0,4G,125.0,1300.0,-109.0,-13.0,4G,450.0,1300.0,-111.0,-15.0,4G,212.0,6300.0,-101.0,-13.0,4G,,154570.0,-109.0,-20.0,4G,427.0,,-116.0,-12.0,4G,426.0,,-126.0,-18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.32.46,17.841812,59.246775,80,Telia,24001,240010000000024,107408,24,0,5G,5G NSA,-108,-10.0,0.0,,,634080,0,136513,430,41,41,3,G,D,M,13,1,-1,1000,100.101.226.137,2.0,PERIODIC,,8,18,1A390,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,107408.0,24.0,-77.0,-7.0,2.0,0.0,20,True,88.0,1471.0,L3,1000,91,False,False,0,0,122,4G,107408-24,40.0,88.0,1471.0,-77.0,-7.0,4G,430.0,,-81.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.28.15,17.917458,59.277961,85,Telia,24001,240010004000024,102339,24,40,5G,5G NSA,-109,-11.0,14.0,11.0,,1471,0,48959,207,63,63,3,G,D,M,13,1,-1,1000,100.101.226.137,3.0,,,28,18,18FC3,28,26198808,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15,102339.0,24.0,-90.0,-7.0,2.0,0.0,13,False,207.0,1471.0,L3,1000,92,False,False,0,0,116,4G,102339-24,40.0,207.0,1471.0,-90.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.02.49,17.579602,59.059779,118,Telia,24001,240010010800012,110718,12,108,4G,LTE,-106,-13.0,0.0,7.0,-75.0,6300,0,23448,25,67,67,4,G,D,M,13,1,-1,1000,100.101.226.137,28.0,,,25,C,1B07E,6C,28343820,32.0,610,Google:Pixel 7:AP2A.240905.003,L20,10,,,,,,0.0,13,False,,,,1000,97,True,False,0,0,4,4G,,,323.0,6300.0,-108.0,-17.0,4G,216.0,6300.0,-111.0,-17.0,4G,323.0,3768.0,-120.0,-17.0,4G,279.0,1300.0,-120.0,-17.0,4G,216.0,3768.0,-121.0,-16.0,4G,279.0,1471.0,-122.0,-16.0,4G,208.0,3768.0,-122.0,-17.0,4G,52.0,1300.0,-122.0,-19.0,4G,207.0,3768.0,-124.0,-20.0,4G,289.0,1300.0,-124.0,2147483647.0,4G,289.0,1471.0,-125.0,2147483647.0,4G,322.0,1300.0,-125.0,2147483647.0,4G,445.0,1300.0,-125.0,2147483647.0,4G,322.0,1471.0,-126.0,2147483647.0,,,,,,,,,,,,,
2024.10.29_07.49.23,17.647792,59.140356,106,Telia,24001,240010000000024,225681,24,0,5G,5G NSA,-105,-20.0,0.0,,,154570,0,51315,670,46,46,3,G,D,M,20,1,-1,1000,100.101.226.137,11.0,PERIODIC,,6,18,37191,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,15/20/20/10,225681.0,24.0,-104.0,-7.0,1.0,0.0,20,True,78.0,1471.0,L3,1000,94,True,False,0,0,4,4G,225681-24,108.0,78.0,1471.0,-104.0,-7.0,4G,,154570.0,-104.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.10.51,17.64206,59.182303,103,Telia,24001,240010000000014,101965,14,0,5G,5G NSA,-115,-15.0,0.0,,,634080,0,21636,36,54,54,5,G,D,M,20,1,-1,1000,100.101.226.137,,,,1,E,18E4D,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15,101965.0,14.0,-96.0,-15.0,-1.0,0.0,20,False,405.0,1471.0,L3,1000,100,True,True,0,0,2,4G,101965-14,108.0,405.0,1471.0,-96.0,-15.0,4G,87.0,1471.0,-91.0,-11.0,4G,67.0,1471.0,-91.0,-13.0,4G,27.0,1471.0,-95.0,-14.0,4G,418.0,1471.0,-98.0,-18.0,4G,87.0,1300.0,-93.0,-13.0,4G,67.0,1300.0,-94.0,-15.0,4G,27.0,1300.0,-96.0,-16.0,4G,27.0,3150.0,-102.0,-11.0,4G,87.0,3150.0,-108.0,-15.0,4G,315.0,6300.0,-96.0,-14.0,4G,159.0,6300.0,-97.0,-13.0,4G,29.0,6300.0,-98.0,-15.0,4G,36.0,,-100.0,-11.0,,,,,,,,,,,,,
2024.10.29_07.50.38,17.630252,59.122526,109,Telia,24001,240010000000010,225677,10,0,5G,5G NSA,-121,-17.0,0.0,,,154570,0,7816,663,51,51,5,G,D,M,13,1,-1,1000,100.101.226.137,40.0,,,2,A,3718D,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/20/15/10,225677.0,10.0,-109.0,-10.0,7.0,0.0,20,True,369.0,3150.0,L7,1000,94,True,False,0,0,1,4G,225677-10,108.0,369.0,3150.0,-109.0,-10.0,4G,,154570.0,-123.0,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.22.13,17.898469,59.26441,81,Telia,24001,240010000000010,102671,10,0,5G,5G NSA,-97,-11.0,0.0,,,634080,0,71592,204,69,69,3,G,D,M,20,1,-1,1000,100.101.226.137,3.0,,,28,A,1910F,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,102671.0,10.0,-97.0,-10.0,14.0,0.0,20,True,252.0,3150.0,L7,1000,100,True,False,0,0,31,4G,102671-10,40.0,252.0,3150.0,-97.0,-10.0,4G,141.0,3150.0,-98.0,-10.0,4G,141.0,1471.0,-93.0,-12.0,4G,250.0,6300.0,-83.0,-12.0,4G,204.0,,-93.0,-10.0,4G,,,-95.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.00.42,17.555829,59.027117,81,Telia,24001,240010000000021,102704,21,0,5G,5G NSA,-112,-20.0,0.0,,,154570,0,22316,601,72,72,4,G,D,M,20,1,-1,1000,100.101.226.137,18.0,,,10,15,19130,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/20/15/10,102704.0,21.0,-108.0,-13.0,7.0,0.0,20,True,313.0,1300.0,L3,1000,97,True,False,0,0,8,4G,102704-21,108.0,313.0,1300.0,-108.0,-13.0,4G,360.0,1300.0,-115.0,2147483647.0,4G,435.0,1300.0,-115.0,2147483647.0,4G,346.0,1300.0,-117.0,2147483647.0,4G,360.0,3150.0,-128.0,-18.0,4G,360.0,1471.0,-114.0,-15.0,4G,346.0,1471.0,-114.0,-15.0,4G,359.0,6300.0,-111.0,-20.0,4G,54.0,6300.0,-111.0,-20.0,4G,,154570.0,-106.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.26.02,17.966122,59.289247,93,Telia,24001,240010004000031,100763,31,40,4G,LTE,-76,-6.0,2.0,14.0,-69.0,1300,0,44881,443,65,65,3,G,D,M,13,1,-1,1000,100.101.226.137,1.0,,,5,1F,1899B,28,25795359,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,20/20,,,,,,0.0,13,True,,,,1000,93,False,False,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.46.12,17.642946,59.185331,66,Telia,24001,240010000000031,103909,31,0,5G,5G NSA,-115,-20.0,0.0,,,634080,0,69440,36,58,58,0,G,D,M,20,1,-1,1000,100.101.226.137,2.0,,,9,1F,195E5,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/20/15/10/100,103909.0,31.0,-79.0,-7.0,-1.0,0.0,20,True,87.0,1300.0,L3,1000,93,True,False,0,0,53,4G,103909-31,108.0,87.0,1300.0,-79.0,-7.0,4G,177.0,3150.0,-98.0,-13.0,4G,38.0,,-114.0,-15.0,4G,36.0,,-114.0,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.15.03,17.739825,59.211183,103,Telia,24001,240010004000024,106138,24,40,4G,LTE,-99,-6.0,1.0,15.0,-79.0,1471,0,22656,367,54,54,6,G,D,M,13,1,-1,1000,100.101.226.137,22.0,PERIODIC,,38,18,19E9A,28,27171352,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15/20,,,,,,0.0,13,True,,,,1000,100,True,True,0,0,4,4G,,,296.0,1300.0,-109.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.28.27,18.007875,59.2983,10,Telia,24001,240010000000020,100745,20,0,5G,5G NSA,-93,-10.0,0.0,,,634080,0,30359,72,63,63,2,G,D,M,20,1,-1,1000,100.101.226.137,9.0,PERIODIC,,49,14,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20,100745.0,20.0,-110.0,-14.0,2.0,0.0,20,False,23.0,3150.0,L7,1000,100,True,False,0,0,10,4G,100745-20,5.0,23.0,3150.0,-110.0,-14.0,4G,356.0,3150.0,-105.0,-16.0,4G,72.0,,-100.0,-10.0,4G,46.0,,-102.0,-11.0,4G,47.0,,-112.0,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.33.22,17.835671,59.240925,79,Telia,24001,240010000000024,102112,24,0,5G,5G NSA,-108,-10.0,0.0,,,634080,0,89264,430,51,51,3,G,D,M,20,1,-1,1000,100.101.226.137,5.0,PERIODIC,,44,18,18EE0,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/20/20/10/100,102112.0,24.0,-84.0,-6.0,1.0,0.0,20,True,118.0,1471.0,L3,1000,90,False,False,0,0,158,4G,102112-24,40.0,118.0,1471.0,-84.0,-6.0,4G,430.0,,-99.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.28.07,17.919722,59.27952,86,Telia,24001,240010004000024,102339,24,40,5G,5G NSA,-109,-11.0,14.0,14.0,,1471,0,95959,207,67,67,3,G,D,M,13,1,-1,1000,100.101.226.137,3.0,PERIODIC,,20,18,18FC3,28,26198808,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15,102339.0,24.0,-79.0,-5.0,2.0,0.0,13,False,207.0,1471.0,L3,1000,92,False,False,0,0,108,4G,102339-24,40.0,207.0,1471.0,-79.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.05.30,17.608379,59.10174,117,Telia,24001,240010000000024,225677,24,0,5G,5G NSA,-96,-20.0,0.0,,,154570,0,32511,664,64,64,3,G,D,M,20,1,-1,1000,100.101.226.137,13.0,,,36,18,3718D,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,15/20/20/10,225677.0,24.0,-106.0,-9.0,14.0,0.0,20,True,289.0,1471.0,L3,1000,98,True,False,0,0,10,4G,225677-24,108.0,289.0,1471.0,-106.0,-9.0,4G,369.0,1471.0,-110.0,-12.0,4G,369.0,3150.0,-119.0,-11.0,4G,392.0,6300.0,-95.0,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.28.27,17.914775,59.275737,90,Telia,24001,240010000000024,102338,24,0,5G,5G NSA,-109,-11.0,0.0,,,634080,0,62643,730,62,62,3,G,D,M,13,1,-1,1000,100.101.226.137,8.0,,,4,18,18FC2,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,102338.0,24.0,-85.0,-6.0,1.0,0.0,20,True,413.0,1471.0,L3,1000,92,False,False,0,0,128,4G,102338-24,40.0,413.0,1471.0,-85.0,-6.0,4G,,,-90.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.51.22,17.613568,59.115338,101,Telia,24001,240010000000014,225677,14,0,5G,5G NSA,-107,-17.0,0.0,,,154570,0,40327,663,54,54,4,G,D,M,13,1,-1,1000,100.101.226.137,23.0,PERIODIC,,2,E,3718D,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,15/20/10/5,225677.0,14.0,-101.0,-14.0,1.0,0.0,20,True,369.0,1471.0,L3,1000,95,True,False,0,0,1,4G,225677-14,108.0,369.0,1471.0,-101.0,-14.0,4G,,154570.0,-106.0,-18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.22.19,17.900479,59.265097,85,Telia,24001,240010000000020,102346,20,0,5G,5G NSA,-84,-10.0,0.0,,,634080,0,130974,715,67,67,3,G,D,M,20,1,-1,1000,100.101.226.137,7.0,PERIODIC,,3,14,18FCA,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/20/15/10/100,102346.0,20.0,-86.0,-6.0,1.0,0.0,20,True,141.0,3150.0,L7,1000,100,True,False,0,0,0,4G,102346-20,40.0,141.0,3150.0,-86.0,-6.0,4G,225.0,6300.0,-86.0,-16.0,4G,,,-91.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.38.09,17.732163,59.210918,104,Telia,24001,240010004000024,106138,24,40,4G,LTE,-100,-6.0,1.0,11.0,-73.0,1471,0,47271,367,52,52,3,G,D,M,13,1,-1,1000,100.101.226.137,17.0,,,18,18,19E9A,28,27171352,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15,,,,,,0.0,13,False,,,,1000,90,True,False,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.52.03,17.609169,59.104428,111,Telia,24001,240010000000014,225677,14,0,5G,5G NSA,-103,-20.0,0.0,,,154570,0,31491,663,57,57,3,G,D,M,20,1,-1,1000,100.101.226.137,23.0,,,43,E,3718D,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,15/20/10/5,225677.0,14.0,-106.0,-10.0,1.0,0.0,20,True,369.0,1471.0,L3,1000,95,True,False,0,0,2,4G,225677-14,108.0,369.0,1471.0,-106.0,-10.0,4G,,154570.0,-111.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.19.10,17.83731,59.241923,101,Telia,24001,240010000000021,102112,21,0,5G,5G NSA,-105,-11.0,0.0,,,634080,0,80995,430,48,48,3,G,D,M,20,1,-1,1000,100.101.226.137,6.0,PERIODIC,,12,15,18EE0,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/20/15/10/10/100,102112.0,21.0,-86.0,-6.0,1.0,0.0,20,True,118.0,1300.0,L3,1000,100,True,False,0,0,10,4G,102112-21,40.0,118.0,1300.0,-86.0,-6.0,4G,430.0,,-113.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.25.18,17.985635,59.288989,90,Telia,24001,240010000000011,100759,11,0,5G,5G NSA,-98,-12.0,0.0,,,634080,0,94921,61,62,62,3,G,D,M,20,1,-1,1000,100.101.226.137,4.0,,,11,B,18997,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/20/15/10/100,100759.0,11.0,-82.0,-7.0,3.0,0.0,20,True,36.0,1300.0,L3,1000,94,False,False,0,0,13,4G,100759-11,40.0,36.0,1300.0,-82.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.34.31,17.808993,59.234309,92,Telia,24001,240010000000024,104056,24,0,5G,5G NSA,-108,-11.0,0.0,,,634080,0,22270,427,48,48,3,G,D,M,20,1,-1,1000,100.101.226.137,16.0,,,28,18,19678,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,104056.0,24.0,-90.0,-7.0,2.0,0.0,20,True,451.0,1471.0,L3,1000,90,False,False,0,0,3,4G,104056-24,40.0,451.0,1471.0,-90.0,-7.0,4G,427.0,,-98.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.02.18,17.570044,59.052166,110,Telia,24001,240010000000031,102704,31,0,5G,5G NSA,-116,-20.0,0.0,,,154570,0,23109,602,70,70,3,G,D,M,20,1,-1,1000,100.101.226.137,21.0,PERIODIC,,62,1F,19130,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/20/15/10/10,102704.0,31.0,-108.0,-12.0,7.0,0.0,20,True,279.0,1300.0,L3,1000,97,True,False,0,0,0,4G,102704-31,108.0,279.0,1300.0,-108.0,-12.0,4G,182.0,1300.0,-111.0,-12.0,4G,182.0,3150.0,-124.0,-15.0,4G,182.0,1471.0,-107.0,-11.0,4G,25.0,6300.0,-100.0,-10.0,4G,,154570.0,-120.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.28.46,17.912174,59.27179,86,Telia,24001,240010000000034,102355,34,0,5G,5G NSA,-105,-11.0,0.0,,,154570,0,44632,964,54,54,2,G,D,M,20,1,-1,1000,100.101.226.137,5.0,,,10,22,18FD3,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,15/20/20/10/100,102355.0,34.0,-90.0,-6.0,1.0,0.0,20,True,74.0,1471.0,L3,1000,92,False,False,0,0,10,4G,102355-34,40.0,74.0,1471.0,-90.0,-6.0,4G,,154570.0,-113.0,2147483647.0,4G,,,-117.0,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.11.40,17.654465,59.190947,93,Telia,24001,240010010800014,103909,14,108,4G,LTE,-96,-13.0,-1.0,6.0,-63.0,1471,0,12461,29,52,52,5,G,D,M,13,1,-1,1000,100.101.226.137,8.0,PERIODIC,,7,E,195E5,6C,26600718,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15/20/20/10/10/100,,,,,,0.0,13,True,,,,1000,100,True,True,0,0,4,4G,,,177.0,1471.0,-95.0,-12.0,4G,315.0,6300.0,-95.0,-12.0,4G,17.0,6300.0,-96.0,-14.0,4G,320.0,1300.0,-97.0,-12.0,4G,320.0,1471.0,-98.0,-12.0,4G,177.0,1300.0,-98.0,-11.0,4G,341.0,1471.0,-102.0,-19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.10.11,17.647618,59.171512,115,Telia,24001,240010000000024,102709,24,0,5G,5G NSA,-107,-11.0,0.0,,,634080,0,45606,746,37,37,4,G,D,M,20,1,-1,1000,100.101.226.137,9.0,PERIODIC,,51,18,19135,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/20/10/100,102709.0,24.0,-86.0,-10.0,-1.0,0.0,20,True,187.0,1471.0,L3,1000,100,True,True,0,0,22,4G,102709-24,108.0,187.0,1471.0,-86.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.24.10,17.930704,59.283389,80,Telia,24001,240010004000010,102339,10,40,5G,5G NSA,-91,-10.0,24.0,15.0,,3150,0,44065,164,55,55,3,G,D,M,13,1,-1,1000,100.101.226.137,2.0,PERIODIC,,13,A,18FC3,28,26198794,32.0,610,Google:Pixel 7:AP2A.240905.003,L7,20,102339.0,10.0,-77.0,-6.0,3.0,0.0,13,False,164.0,3150.0,L7,1000,100,True,False,0,0,49,4G,102339-10,40.0,164.0,3150.0,-77.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.23.31,17.918124,59.278301,90,Telia,24001,240010004000020,102339,20,40,5G,5G NSA,-91,-10.0,24.0,15.0,,3150,0,41573,207,66,66,3,G,D,M,13,1,-1,1000,100.101.226.137,12.0,,,7,14,18FC3,28,26198804,32.0,610,Google:Pixel 7:AP2A.240905.003,L7,20,102339.0,20.0,-95.0,-5.0,2.0,0.0,13,False,207.0,3150.0,L7,1000,100,True,False,0,0,9,4G,102339-20,40.0,207.0,3150.0,-95.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.26.30,17.953386,59.288701,91,Telia,24001,240010000000011,100739,11,0,5G,5G NSA,-109,-11.0,0.0,,,634080,0,75217,764,65,65,3,G,D,M,20,1,-1,1000,100.101.226.137,5.0,,,13,B,18983,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/20/15/10/100,100739.0,11.0,-74.0,-6.0,2.0,0.0,20,True,356.0,1300.0,L3,1000,93,False,False,0,0,11,4G,100739-11,40.0,356.0,1300.0,-74.0,-6.0,4G,,,-110.0,-11.0,4G,,,-117.0,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.10.31,17.643913,59.176634,111,Telia,24001,240010000000024,102709,24,0,5G,5G NSA,-107,-11.0,0.0,,,634080,0,59698,36,50,50,4,G,D,M,20,1,-1,1000,100.101.226.137,9.0,,,19,18,19135,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,102709.0,24.0,-81.0,-8.0,-3.0,0.0,20,True,187.0,1471.0,L3,1000,100,True,True,0,0,41,4G,102709-24,108.0,187.0,1471.0,-81.0,-8.0,4G,418.0,1471.0,-83.0,-11.0,4G,418.0,1300.0,-81.0,-16.0,4G,29.0,6300.0,-86.0,-11.0,4G,36.0,,-92.0,-11.0,4G,,,-103.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
